latitude,longitude,depth,mag,place,locationSource,zone
19.149,-155.477,29.73,1.83,"Island of Hawaii, Hawaii",hv,red
1.787,120.193,15.61,5.4,"Minahasa, Sulawesi, Indonesia",us,red
61.954,-150.291,16.0,1.5,Southern Alaska,ak,red
-7.287,28.029,10.0,4.5,Democratic Republic of the Congo,us,red
19.335,-155.294,3.05,1.77,"13 km SSW of Volcano, Hawaii",hv,red
32.61,-115.726,9.01,1.53,"14 km WNW of Progreso, B.C., MX",ci,yellow
59.014,-136.347,0.0,2.1,"48 km SSW of Covenant Life, Alaska",ak,red
-18.196,-178.028,621.03,4.9,"281 km E of Levuka, Fiji",us,red
59.0,-136.556,0.0,2.4,"55 km SSW of Covenant Life, Alaska",ak,red
59.041,-136.488,0.0,2.1,"49 km SSW of Covenant Life, Alaska",ak,red
59.006,-136.545,0.0,2.1,"54 km SSW of Covenant Life, Alaska",ak,red
-7.609,125.7,10.0,4.5,"101 km N of Metinaro, Timor Leste",us,red
17.968,-66.976,11.02,1.74,"6 km WSW of Fuig, Puerto Rico",pr,yellow
61.511,-144.688,26.7,1.5,"13 km W of Chitina, Alaska",ak,red
-7.585,125.627,10.0,4.6,"105 km N of Metinaro, Timor Leste",us,red
-7.631,125.855,10.0,5.5,"98 km N of Manatutu, Timor Leste",us,red
19.358,-155.293,2.15,1.74,"11 km SSW of Volcano, Hawaii",hv,red
53.892,-167.902,0.76,2.55,"Fox Islands, Aleutian Islands, Alaska",av,yellow
53.902,-167.93,4.75,1.68,"91 km W of Dutch Harbor, Alaska",av,yellow
19.169,-155.489,32.71,1.97,"3 km SSW of Pāhala, Hawaii",hv,red
60.169,-140.16,1.3,1.5,,ak,red
-5.478,145.931,103.1,4.2,"32 km SSE of Madang, Papua New Guinea",us,red
51.41,-176.692,24.0,1.5,"51 km S of Adak, Alaska",ak,red
44.69,-75.506,15.84,1.8,,us,red
60.04,-152.536,98.0,2.4,"46 km WNW of Happy Valley, Alaska",ak,red
41.949,-119.64,11.6,1.5,,nn,yellow
19.424,-155.577,39.88,1.6,"26 km NNW of Pāhala, Hawaii",hv,red
31.576,-104.542,6.47,2.5,"65 km NNE of Van Horn, Texas",tx,red
35.89,-117.714,8.74,2.25,"18 km ESE of Little Lake, CA",ci,yellow
19.271,-155.403,31.69,1.83,"10 km NE of Pāhala, Hawaii",hv,red
19.261,-155.4,31.41,2.07,"10 km NE of Pāhala, Hawaii",hv,red
37.391,73.142,64.08,4.5,,us,red
59.136,-136.321,7.3,1.6,"35 km SSW of Covenant Life, Alaska",ak,red
6.573,88.19,10.13,4.7,Bay of Bengal,us,red
36.786,68.618,45.91,4.3,"22 km WNW of Kunduz, Afghanistan",us,red
51.791,-171.703,19.5,3.2,"177 km ESE of Atka, Alaska",ak,red
52.095,-174.974,118.9,2.0,"54 km WSW of Atka, Alaska",ak,red
19.382,-155.283,1.09,2.37,"8 km SW of Volcano, Hawaii",hv,red
36.447,-97.05,7.17,1.65,"11 km E of Red Rock, Oklahoma",ok,green
32.747,-100.651,7.46,2.7,"16 km NE of Hermleigh, Texas",tx,red
59.009,-136.517,4.3,1.7,"53 km SSW of Covenant Life, Alaska",ak,red
-20.083,-68.944,111.0,4.8,"79 km ENE of La Tirana, Chile",us,red
-13.114,167.055,201.4,5.6,"99 km NNW of Sola, Vanuatu",us,red
69.458,-144.116,5.8,1.5,"77 km SSW of Kaktovik, Alaska",ak,red
36.399,-98.443,7.33,1.55,"0 km SSW of Cleo Springs, Oklahoma",ok,green
19.303,-155.361,3.43,1.71,"Island of Hawaii, Hawaii",hv,red
-17.909,-178.537,597.15,4.3,"227 km E of Levuka, Fiji",us,red
59.067,-136.464,14.2,1.6,"46 km SSW of Covenant Life, Alaska",ak,red
19.384,-155.243,1.89,1.77,"6 km S of Volcano, Hawaii",hv,red
19.375,-155.29,-0.56,1.85,"9 km SW of Volcano, Hawaii",hv,red
51.824,-173.498,42.2,3.2,"63 km SE of Atka, Alaska",ak,red
59.013,-136.448,4.0,1.6,"51 km SSW of Covenant Life, Alaska",ak,red
44.848,-116.07,9.97,2.8,"7 km SSE of McCall, Idaho",us,red
59.014,-136.46,0.8,1.8,"51 km SSW of Covenant Life, Alaska",ak,red
57.907,-154.559,78.4,1.8,"38 km N of Karluk, Alaska",ak,red
59.027,-136.533,3.5,1.9,"52 km SSW of Covenant Life, Alaska",ak,red
51.408,-177.448,56.04,3.9,,us,red
35.776,-83.937,17.75,1.97,Tennessee-North Carolina border region,se,green
12.137,-88.253,38.66,4.3,"110 km SW of Jiquilillo, Nicaragua",us,red
19.219,-155.381,29.65,1.82,"10 km E of Pāhala, Hawaii",hv,red
18.152,145.989,122.56,5.3,,us,red
59.029,-136.537,3.4,2.1,"52 km SW of Covenant Life, Alaska",ak,red
33.024,-116.365,3.88,1.96,"23 km ESE of Julian, CA",ci,yellow
59.03,-136.489,1.4,1.7,"50 km SSW of Covenant Life, Alaska",ak,red
59.024,-136.518,4.8,1.6,"52 km SSW of Covenant Life, Alaska",ak,red
54.292,-162.53,21.2,2.5,"84 km SE of False Pass, Alaska",ak,red
61.823,-151.154,82.8,1.5,"22 km SE of Skwentna, Alaska",ak,red
60.202,-153.115,108.3,1.7,"66 km E of Port Alsworth, Alaska",ak,red
19.181,-155.49,34.95,2.33,"2 km SSW of Pāhala, Hawaii",hv,red
58.973,-136.49,4.2,2.0,"56 km SSW of Covenant Life, Alaska",ak,red
17.932,-66.296,12.29,2.39,"5 km S of Salinas, Puerto Rico",pr,yellow
40.473,-121.514,3.59,1.53,"14 km NNE of Mineral, CA",nc,yellow
38.552,-119.507,4.94,2.73,"5 km NNW of Walker, CA",nc,yellow
62.013,-150.328,48.2,1.8,"29 km SW of Susitna North, Alaska",ak,red
59.004,-136.534,2.4,2.2,"54 km SSW of Covenant Life, Alaska",ak,red
51.75,-175.112,46.9,1.8,"79 km SW of Atka, Alaska",ak,red
38.558,-119.506,5.47,2.05,"5 km NNW of Walker, CA",nc,yellow
38.555,-119.511,5.27,2.07,"5 km NNW of Walker, CA",nc,yellow
17.987,-66.807,15.1,2.76,"1 km ESE of Indios, Puerto Rico",pr,yellow
39.535,-118.42,9.3,2.7,"28 km ENE of Fallon Station, Nevada",nn,yellow
59.033,-136.463,1.5,2.5,"49 km SSW of Covenant Life, Alaska",ak,red
53.857,-168.224,9.6,2.0,"110 km NNE of Nikolski, Alaska",ak,red
35.275,-98.015,5.23,1.78,,ok,green
17.985,-66.836,12.43,2.33,"2 km WSW of Indios, Puerto Rico",pr,yellow
31.685,-104.42,6.08,2.4,"54 km S of Whites City, New Mexico",tx,red
58.998,-136.507,1.8,2.1,"54 km SSW of Covenant Life, Alaska",ak,red
59.02,-136.404,1.3,1.8,"49 km SSW of Covenant Life, Alaska",ak,red
38.545,-119.505,7.6,1.5,"2 km S of Coleville, California",nn,yellow
59.008,-136.457,6.7,3.0,"51 km SSW of Covenant Life, Alaska",ak,red
38.559,-119.502,5.47,2.33,"5 km NNW of Walker, CA",nc,yellow
33.983,-116.638,15.51,1.7,"9 km SW of Morongo Valley, CA",ci,yellow
59.003,-136.502,3.8,2.0,Southeastern Alaska,ak,red
19.338,-155.307,2.66,1.86,"Island of Hawaii, Hawaii",hv,red
38.554,-119.506,4.9,3.29,"5 km NNW of Walker, CA",nc,yellow
38.56,-119.505,5.2,2.91,"6 km NNW of Walker, CA",nc,yellow
59.011,-136.465,0.5,1.6,"51 km SSW of Covenant Life, Alaska",ak,red
60.534,-151.956,84.0,1.8,"36 km WSW of Salamatof, Alaska",ak,red
34.556,62.141,9.72,4.5,"23 km NNW of Herāt, Afghanistan",us,red
58.642,-154.023,95.7,1.8,"91 km NW of Aleneva, Alaska",ak,red
38.557,-119.51,4.46,4.24,"5 km NNW of Walker, CA",nc,yellow
-10.223,161.298,68.81,5.5,"72 km WNW of Kirakira, Solomon Islands",us,red
31.892,-116.092,11.98,2.9,"49 km ENE of Maneadero, B.C., MX",ci,yellow
37.62,-122.374,11.18,1.72,"3 km NNE of Millbrae, CA",nc,yellow
17.905,-66.925,14.38,2.72,"7 km SSW of Guánica, Puerto Rico",pr,yellow
58.985,-136.474,7.2,3.5,"54 km SSW of Covenant Life, Alaska",ak,red
58.986,-136.49,5.0,1.6,Southeastern Alaska,ak,red
17.884,-66.927,14.03,3.0,"9 km SSW of Guánica, Puerto Rico",pr,yellow
61.151,-151.122,54.5,2.1,"2 km WNW of Beluga, Alaska",ak,red
59.029,-136.488,2.4,2.0,Southeastern Alaska,ak,red
59.004,-136.541,2.3,1.8,"54 km SSW of Covenant Life, Alaska",ak,red
59.005,-136.528,7.5,1.6,"54 km SSW of Covenant Life, Alaska",ak,red
58.996,-136.475,4.6,1.7,"53 km SSW of Covenant Life, Alaska",ak,red
36.567,70.953,183.55,4.2,"34 km SSE of Jurm, Afghanistan",us,red
58.997,-136.483,3.3,2.0,"53 km SSW of Covenant Life, Alaska",ak,red
58.988,-136.506,4.1,2.0,"55 km SSW of Covenant Life, Alaska",ak,red
18.658,-68.863,128.0,3.88,"14 km ENE of Guaymate, Dominican Republic",pr,yellow
-20.597,-176.387,214.94,5.5,"129 km WNW of Houma, Tonga",us,red
59.009,-136.458,1.1,2.3,"51 km SSW of Covenant Life, Alaska",ak,red
59.02,-136.491,6.4,1.6,"51 km SSW of Covenant Life, Alaska",ak,red
52.202,-173.585,25.6,2.0,"42 km E of Atka, Alaska",ak,red
58.983,-136.53,3.2,2.1,"56 km SSW of Covenant Life, Alaska",ak,red
58.994,-136.506,3.9,1.9,Southeastern Alaska,ak,red
69.621,-142.557,7.7,1.6,"70 km SE of Kaktovik, Alaska",ak,red
59.021,-136.483,5.9,2.6,"51 km SSW of Covenant Life, Alaska",ak,red
59.864,-153.192,113.2,1.7,"51 km E of Pedro Bay, Alaska",ak,red
29.177,-97.624,0.02,2.1,"10 km S of Smiley, Texas",tx,red
59.006,-136.533,0.3,1.8,"54 km SSW of Covenant Life, Alaska",ak,red
63.527,-147.623,2.7,1.6,"67 km ENE of Cantwell, Alaska",ak,red
59.001,-136.571,1.8,1.7,"55 km SSW of Covenant Life, Alaska",ak,red
59.051,-136.366,3.7,1.5,"45 km SSW of Covenant Life, Alaska",ak,red
59.042,-136.432,7.1,1.7,"47 km SSW of Covenant Life, Alaska",ak,red
59.06,-136.458,11.9,2.0,Southeastern Alaska,ak,red
59.003,-136.55,5.9,5.3,"55 km SSW of Covenant Life, Alaska",ak,red
59.012,-136.528,6.4,1.9,"53 km SSW of Covenant Life, Alaska",ak,red
37.346,-121.703,8.15,2.1,"11 km ESE of Alum Rock, CA",nc,yellow
37.614,-122.374,12.16,1.81,"2 km NNE of Millbrae, CA",nc,yellow
37.618,-122.377,11.92,2.18,"2 km NNE of Millbrae, CA",nc,yellow
59.024,-136.513,2.6,2.0,"51 km SSW of Covenant Life, Alaska",ak,red
59.015,-136.499,6.9,1.9,"52 km SSW of Covenant Life, Alaska",ak,red
37.344,-121.701,8.2,2.82,"11 km ESE of Alum Rock, CA",nc,yellow
61.263,-150.256,38.6,2.2,"18 km SW of Point MacKenzie, Alaska",ak,red
51.788,178.614,111.76,2.7,"Rat Islands, Aleutian Islands, Alaska",us,red
59.012,-136.62,7.3,2.2,"56 km SW of Covenant Life, Alaska",ak,red
59.026,-136.496,3.9,1.6,"51 km SSW of Covenant Life, Alaska",ak,red
19.265,-155.377,30.13,1.81,"12 km ENE of Pāhala, Hawaii",hv,red
59.017,-136.511,6.0,1.8,"52 km SSW of Covenant Life, Alaska",ak,red
59.017,-136.502,2.8,2.4,"52 km SSW of Covenant Life, Alaska",ak,red
59.018,-136.46,7.2,5.1,"50 km SSW of Covenant Life, Alaska",ak,red
59.025,-136.489,4.8,1.8,"51 km SSW of Covenant Life, Alaska",ak,red
19.548,-155.716,4.71,2.11,"Island of Hawaii, Hawaii",hv,red
36.423,-92.765,5.46,1.76,"13 km ENE of South Lead Hill, Arkansas",nm,green
22.561,121.392,19.29,4.3,Taiwan region,us,red
36.541,-89.598,9.03,2.49,,nm,green
19.249,-155.4,31.03,1.9,"9 km ENE of Pāhala, Hawaii",hv,red
37.618,-122.377,11.61,3.67,"2 km NNE of Millbrae, CA",nc,yellow
47.534,-122.696,21.6,3.01,"1 km NE of Gorst, Washington",uw,green
-24.256,-67.001,178.58,4.5,"69 km W of San Antonio de los Cobres, Argentina",us,red
-24.596,-67.73,131.8,4.5,"149 km WSW of San Antonio de los Cobres, Argentina",us,red
63.485,-150.1,137.6,4.0,Central Alaska,ak,red
33.178,-115.624,3.21,1.53,"12 km WNW of Calipatria, CA",ci,yellow
33.181,-115.609,2.24,1.83,"11 km SW of Niland, CA",ci,yellow
-18.176,-178.231,527.89,4.2,"259 km E of Levuka, Fiji",us,red
31.401,-103.545,3.05,2.2,"3 km N of Lindsay, Texas",tx,red
59.991,-139.452,0.0,1.5,"51 km NNE of Yakutat, Alaska",ak,red
65.338,-164.94,9.7,1.8,"66 km E of Teller, Alaska",ak,red
38.762,-122.944,5.29,1.78,"8 km SE of Cloverdale, CA",nc,yellow
57.737,-139.367,3.2,2.0,off the coast of Southeastern Alaska,ak,red
63.08,-151.472,4.0,1.6,"52 km SSE of Denali National Park, Alaska",ak,red
62.105,-147.296,31.9,2.1,"19 km NNW of Eureka Roadhouse, Alaska",ak,red
59.248,-136.219,0.1,2.5,"21 km SSW of Covenant Life, Alaska",ak,red
53.898,-167.913,2.08,1.92,"Fox Islands, Aleutian Islands, Alaska",av,yellow
46.776,-120.724,9.39,2.4,"5 km NNW of Naches, Washington",uw,green
-0.043,122.895,152.71,4.2,"66 km SSW of Gorontalo, Indonesia",us,red
37.067,-121.124,0.7,1.56,"24 km SSW of Gustine, CA",nc,yellow
59.874,-153.204,137.2,2.4,"51 km E of Pedro Bay, Alaska",ak,red
26.248,95.509,79.96,4.8,"68 km E of Tuensang, India",us,red
68.105,-157.633,0.0,3.2,"113 km N of Ambler, Alaska",ak,red
-6.114,113.164,565.19,4.4,,us,red
45.24,-114.284,6.47,1.54,Idaho-Montana border region,mb,green
31.58,-104.522,7.91,1.9,"66 km NNE of Van Horn, Texas",tx,red
35.085,-118.387,7.17,1.66,"8 km SE of Tehachapi, CA",ci,yellow
19.385,-155.28,1.22,1.85,"7 km SW of Volcano, Hawaii",hv,red
19.294,-155.282,30.26,2.24,"17 km SSW of Volcano, Hawaii",hv,red
-20.133,-178.065,535.63,4.1,Fiji region,us,red
19.35,-155.302,2.0,1.88,"12 km SW of Volcano, Hawaii",hv,red
-0.147,125.903,76.49,4.6,Molucca Sea,us,red
19.362,-155.283,2.31,1.75,"10 km SSW of Volcano, Hawaii",hv,red
47.881,-122.71,-0.03,2.01,"5 km SSW of Port Ludlow, Washington",uw,green
59.979,-153.563,132.9,1.8,"37 km NE of Pedro Bay, Alaska",ak,red
63.274,-151.112,6.1,2.1,"42 km SE of Denali National Park, Alaska",ak,red
34.68,-116.289,1.73,2.01,"13 km WSW of Ludlow, CA",ci,yellow
38.786,-122.742,2.06,1.52,"2 km NE of The Geysers, CA",nc,yellow
44.34,-115.176,8.45,2.48,"23 km NW of Stanley, Idaho",mb,green
38.8,-122.828,2.34,2.91,"7 km WNW of The Geysers, CA",nc,yellow
19.376,-155.279,1.31,1.99,"8 km SSW of Volcano, Hawaii",hv,red
34.687,-116.284,2.26,2.57,"12 km WSW of Ludlow, CA",ci,yellow
18.173,-66.628,127.09,3.17,Puerto Rico region,pr,yellow
60.348,-148.643,0.0,1.6,"38 km E of Primrose, Alaska",ak,red
19.402,-155.275,3.97,1.9,"6 km SW of Volcano, Hawaii",hv,red
19.185,-155.478,33.0,2.01,"2 km S of Pāhala, Hawaii",hv,red
36.602,70.892,212.27,4.4,"29 km S of Jurm, Afghanistan",us,red
17.943,-66.34,7.69,2.53,"3 km SE of Jauca, Puerto Rico",pr,yellow
16.855,-94.576,111.4,4.8,"12 km ESE of Santa María Chimalapa, Mexico",us,red
19.2,-155.383,31.82,2.39,"10 km E of Pāhala, Hawaii",hv,red
58.627,-153.651,73.3,2.2,"76 km NW of Aleneva, Alaska",ak,red
44.774,-114.41,5.2,1.78,"33 km NNW of Challis, Idaho",mb,green
35.398,-118.645,5.03,2.41,"25 km SSW of Bodfish, CA",ci,yellow
52.88,107.676,10.0,4.4,"Lake Baykal region, Russia",us,red
59.944,-139.507,1.4,1.8,"45 km NNE of Yakutat, Alaska",ak,red
19.17,-155.487,29.42,2.73,"3 km SSW of Pāhala, Hawaii",hv,red
19.404,-155.283,8.79,1.58,"6 km SW of Volcano, Hawaii",hv,red
36.719,68.535,10.0,4.7,"28 km W of Kunduz, Afghanistan",us,red
36.539,83.71,10.0,4.7,"southern Xinjiang, China",us,red
36.416,140.352,107.41,4.5,"8 km ENE of Kasama, Japan",us,red
61.567,-149.928,32.9,1.9,Southern Alaska,ak,red
19.372,-155.279,1.3,1.88,"Island of Hawaii, Hawaii",hv,red
19.151,-155.488,34.46,1.72,"5 km S of Pāhala, Hawaii",hv,red
19.34,-155.31,2.93,2.17,"Island of Hawaii, Hawaii",hv,red
39.976,-122.869,4.6,1.97,"38 km NNW of Alder Springs, CA",nc,yellow
60.982,-147.864,26.9,1.6,"50 km ENE of Whittier, Alaska",ak,red
19.42,-155.26,1.56,2.02,"3 km SW of Volcano, Hawaii",hv,red
49.212,-116.855,15.56,2.62,"28 km WNW of Creston, Canada",uw,green
19.177,-155.349,28.12,3.7,"13 km ESE of Pāhala, Hawaii",hv,red
60.452,-148.218,146.0,1.7,"44 km SE of Whittier, Alaska",ak,red
33.151,-115.926,7.23,1.91,"17 km S of Salton City, CA",ci,yellow
44.759,-115.381,10.52,2.18,southern Idaho,mb,green
19.297,-155.27,0.8,1.8,"16 km SSW of Volcano, Hawaii",hv,red
19.362,-155.29,1.26,1.9,"10 km SSW of Volcano, Hawaii",hv,red
28.858,131.914,10.0,4.2,"202 km SE of Koshima, Japan",us,red
29.141,-97.596,4.65,2.0,,tx,red
17.904,-66.14,12.88,2.54,"6 km SSE of Jobos, Puerto Rico",pr,yellow
19.334,-155.299,2.34,2.16,"13 km SSW of Volcano, Hawaii",hv,red
17.886,-66.132,13.69,2.18,"8 km SSE of Jobos, Puerto Rico",pr,yellow
51.113,160.873,10.0,4.3,"263 km SE of Vilyuchinsk, Russia",us,red
40.266,142.256,51.79,4.2,"41 km ENE of Noda, Japan",us,red
14.879,-91.848,116.59,4.0,Guatemala,us,red
19.366,-155.289,1.54,1.9,,hv,red
5.55,94.525,71.53,4.7,"northern Sumatra, Indonesia",us,red
19.394,-155.297,6.04,1.79,"Island of Hawaii, Hawaii",hv,red
32.141,59.841,10.0,4.2,"99 km SE of Bīrjand, Iran",us,red
53.136,-166.808,21.2,1.9,"84 km SSW of Unalaska, Alaska",ak,red
31.878,48.967,10.0,4.3,"22 km SSE of Shūshtar, Iran",us,red
-35.842,-104.833,10.0,4.4,southeast of Easter Island,us,red
19.491,-155.587,60.89,2.1,"29 km E of Honaunau-Napoopoo, Hawaii",hv,red
-43.655,41.614,10.0,4.8,Prince Edward Islands region,us,red
37.483,-118.808,6.01,1.64,"14 km SW of Toms Place, CA",nc,yellow
37.451,-118.681,13.59,1.56,"8 km WNW of Round Valley, CA",nc,yellow
33.912,-116.928,15.83,1.89,"5 km ESE of Beaumont, CA",ci,yellow
31.672,-104.375,6.08,2.0,"55 km S of Whites City, New Mexico",tx,red
53.9,-167.932,6.09,1.53,"91 km W of Dutch Harbor, Alaska",av,yellow
19.174,-155.497,34.86,2.11,"3 km SSW of Pāhala, Hawaii",hv,red
17.894,-66.155,14.22,2.16,"6 km S of Jobos, Puerto Rico",pr,yellow
19.174,-155.5,30.8,2.24,"3 km SW of Pāhala, Hawaii",hv,red
31.673,-104.374,4.9,2.1,"55 km S of Whites City, New Mexico",tx,red
60.037,-151.082,34.9,1.6,"21 km NNW of Fox River, Alaska",ak,red
17.888,-66.136,13.41,3.22,"8 km SSE of Jobos, Puerto Rico",pr,yellow
19.337,-155.308,0.33,2.08,"14 km SSW of Volcano, Hawaii",hv,red
34.717,-118.591,11.78,1.76,"7 km SSE of Neenach, CA",ci,yellow
31.608,-103.978,6.85,1.8,"36 km NNW of Toyah, Texas",tx,red
44.614,-111.902,8.23,1.71,"36 km NE of Spencer, Idaho",mb,green
17.91,-66.152,13.58,1.87,Puerto Rico region,pr,yellow
2.347,126.833,35.0,4.9,Molucca Sea,us,red
59.964,-153.252,130.5,1.7,"51 km ENE of Pedro Bay, Alaska",ak,red
53.892,-167.912,1.82,2.25,"90 km W of Dutch Harbor, Alaska",av,yellow
19.36,-155.289,2.49,1.97,"Island of Hawaii, Hawaii",hv,red
13.963,-93.6,10.0,4.1,"152 km WSW of Puerto Madero, Mexico",us,red
58.76,-154.123,0.0,1.6,,ak,red
17.903,-66.141,13.78,2.32,"6 km SSE of Jobos, Puerto Rico",pr,yellow
18.0,-66.805,17.09,2.25,"1 km ENE of Indios, Puerto Rico",pr,yellow
19.332,-155.205,5.95,2.22,"12 km SSE of Volcano, Hawaii",hv,red
53.908,-167.95,6.87,1.92,"92 km W of Dutch Harbor, Alaska",av,yellow
17.902,-66.151,13.44,2.11,"6 km SSE of Jobos, Puerto Rico",pr,yellow
53.905,-167.956,5.21,1.53,"92 km W of Dutch Harbor, Alaska",av,yellow
14.21,-93.3,10.0,4.7,"110 km WSW of Puerto Madero, Mexico",us,red
19.404,-155.27,5.74,1.7,"5 km SW of Volcano, Hawaii",hv,red
52.254,157.302,138.24,4.9,"Kamchatka Peninsula, Russia",us,red
17.908,-66.151,13.24,2.29,"5 km SSE of Jobos, Puerto Rico",pr,yellow
19.387,-155.275,1.28,1.82,"7 km SW of Volcano, Hawaii",hv,red
19.382,-155.277,1.01,1.93,"8 km SW of Volcano, Hawaii",hv,red
31.411,-103.537,4.07,2.1,"4 km WSW of Pecos, Texas",tx,red
17.896,-66.142,13.51,2.07,"7 km SSE of Jobos, Puerto Rico",pr,yellow
33.352,-116.359,10.78,1.58,"11 km N of Borrego Springs, CA",ci,yellow
19.36,-155.296,1.06,1.95,"11 km SW of Volcano, Hawaii",hv,red
-9.565,120.122,76.21,5.0,"18 km WNW of Waingapu, Indonesia",us,red
61.095,-148.28,0.0,1.7,"41 km NNE of Whittier, Alaska",ak,red
19.391,-155.277,0.05,1.8,"7 km SW of Volcano, Hawaii",hv,red
19.382,-155.281,0.23,2.47,"Island of Hawaii, Hawaii",hv,red
18.012,-66.808,13.11,2.15,"1 km WSW of Guayanilla, Puerto Rico",pr,yellow
40.851,-123.872,20.01,2.01,"10 km ESE of Blue Lake, CA",nc,yellow
24.934,128.09,10.0,4.2,"138 km SSE of Itoman, Japan",us,red
40.005,-111.288,14.76,1.73,"28 km ESE of Mapleton, Utah",uu,green
59.815,-151.869,57.6,3.3,"4 km NNW of Anchor Point, Alaska",ak,red
18.014,-66.812,15.64,2.59,"2 km WSW of Guayanilla, Puerto Rico",pr,yellow
31.61,-103.981,6.9,2.0,"37 km NNW of Toyah, Texas",tx,red
60.531,-151.232,41.2,2.1,"3 km SSE of Kenai, Alaska",ak,red
31.61,-103.973,8.33,3.3,"36 km NNW of Toyah, Texas",tx,red
62.08,-150.198,16.8,1.5,Central Alaska,ak,red
32.758,-100.644,7.95,1.9,"17 km NE of Hermleigh, Texas",tx,red
59.927,-139.128,6.1,1.7,"54 km NE of Yakutat, Alaska",ak,red
34.86,-84.823,15.24,1.9,"6 km NW of Eton, Georgia",se,green
31.679,-104.375,6.7,2.3,"55 km S of Whites City, New Mexico",tx,red
19.34,-155.3,3.15,1.79,"13 km SSW of Volcano, Hawaii",hv,red
19.36,-155.285,1.13,2.1,"10 km SSW of Volcano, Hawaii",hv,red
19.369,-155.292,1.2,1.86,"10 km SW of Volcano, Hawaii",hv,red
61.05,-150.822,74.7,1.6,,ak,red
38.829,-122.798,1.25,2.28,"6 km W of Cobb, CA",nc,yellow
60.187,-150.481,47.2,1.9,"38 km SSE of Funny River, Alaska",ak,red
36.657,83.798,10.0,4.5,"southern Xinjiang, China",us,red
17.964,-66.788,12.49,2.25,"4 km SE of Indios, Puerto Rico",pr,yellow
44.359,148.769,45.08,4.5,"119 km SE of Kuril’sk, Russia",us,red
37.469,-118.684,11.22,1.93,"10 km NW of Round Valley, CA",nc,yellow
63.271,-150.387,120.9,2.3,"73 km W of Cantwell, Alaska",ak,red
-34.688,-74.073,10.0,4.6,"167 km WNW of Constitución, Chile",us,red
37.47,-118.681,10.69,2.38,"10 km NW of Round Valley, CA",nc,yellow
-17.585,-173.77,35.0,5.6,"120 km N of Neiafu, Tonga",us,red
1.635,126.223,64.73,4.4,Molucca Sea,us,red
39.797,-122.95,8.01,1.64,"25 km NW of Alder Springs, CA",nc,yellow
63.104,-150.329,87.3,1.6,"71 km NNE of Petersville, Alaska",ak,red
-9.731,160.129,10.0,4.5,Solomon Islands,us,red
19.355,-155.296,1.61,1.73,"11 km SW of Volcano, Hawaii",hv,red
61.535,-151.622,76.5,1.6,"52 km SSW of Skwentna, Alaska",ak,red
61.056,-148.296,0.0,1.7,"37 km NE of Whittier, Alaska",ak,red
43.24,-110.472,10.79,1.69,"6 km NW of Bondurant, Wyoming",mb,green
12.038,125.168,55.37,4.5,"14 km SSW of Maslog, Philippines",us,red
62.324,-151.43,84.4,1.5,,ak,red
-7.413,158.784,10.0,4.5,"120 km NW of Buala, Solomon Islands",us,red
48.268,154.845,54.04,4.1,"283 km SSW of Severo-Kuril’sk, Russia",us,red
31.482,-103.476,4.52,1.7,"6 km NNE of Pecos, Texas",tx,red
58.078,-153.813,65.4,2.0,"53 km W of Aleneva, Alaska",ak,red
19.895,-66.117,33.0,3.8,"158 km N of San Juan, Puerto Rico",pr,yellow
60.324,-141.192,11.4,2.1,"119 km NW of Yakutat, Alaska",ak,red
60.638,-145.31,0.0,1.9,"26 km ENE of Cordova, Alaska",ak,red
31.668,-104.375,7.06,1.9,"56 km S of Whites City, New Mexico",tx,red
40.156,-121.094,3.55,2.05,"2 km SW of Canyondam, CA",nc,yellow
19.393,-155.443,4.55,1.78,"21 km N of Pāhala, Hawaii",hv,red
31.679,-104.371,6.08,2.9,"55 km S of Whites City, New Mexico",tx,red
-22.992,170.243,10.0,5.2,"284 km E of Vao, New Caledonia",us,red
56.402,-149.316,10.0,2.7,Gulf of Alaska,us,red
62.944,-148.026,46.1,2.1,"68 km SE of Cantwell, Alaska",ak,red
19.207,-155.487,32.06,2.65,"0 km WNW of Pāhala, Hawaii",hv,red
-21.843,-68.748,141.24,4.6,"70 km NNE of Calama, Chile",us,red
40.101,-119.67,14.7,1.5,"17 km NNW of Sutcliffe, Nevada",nn,yellow
40.073,-123.732,21.55,1.94,"9 km ESE of Redway, CA",nc,yellow
-61.184,159.758,10.0,4.4,Balleny Islands region,us,red
31.388,-103.523,3.25,1.5,"2 km NE of Lindsay, Texas",tx,red
13.518,146.31,10.0,4.6,"153 km E of Yigo Village, Guam",us,red
-28.693,-70.304,100.99,4.3,"46 km ESE of Vallenar, Chile",us,red
40.575,13.724,417.05,4.2,"19 km SW of Sant'Angelo, Italy",us,red
19.358,-155.301,1.7,1.83,"11 km SW of Volcano, Hawaii",hv,red
58.352,-153.754,62.0,1.8,"59 km WNW of Aleneva, Alaska",ak,red
19.263,-155.472,31.45,1.99,"6 km N of Pāhala, Hawaii",hv,red
38.899,-123.621,7.15,1.53,"7 km ESE of Point Arena, CA",nc,yellow
-29.509,-179.056,300.67,4.6,Kermadec Islands region,us,red
19.338,-155.293,3.04,2.26,"13 km SSW of Volcano, Hawaii",hv,red
-32.788,-178.557,10.0,4.8,south of the Kermadec Islands,us,red
-28.7,-70.26,100.73,5.4,"50 km ESE of Vallenar, Chile",us,red
