time,latitude,longitude,depth,mag,place,locationSource
2023-11-01T02:11:35.452Z,31.643,-104.174,6.093,1.7,"51 km NW of Toyah, Texas",tx
2023-11-01T02:06:54.196Z,31.634,-104.178,5.4117,1.9,"50 km NW of Toyah, Texas",tx
2023-11-01T02:00:35.390Z,39.1735,-120.4425,7.23,2.19,"24 km W of Sunnyside-Tahoe City, CA",nc
2023-11-01T01:41:05.963Z,59.8086,-153.4803,119.4,2,,ak
2023-11-01T01:39:59.260Z,53.9078333333333,-167.924,6,1.8,"90 km W of Dutch Harbor, Alaska",av
2023-11-01T01:38:00.031Z,61.6011,-149.8586,27.2,2.3,,ak
2023-11-01T01:32:02.007Z,60.9119,-150.305,45.7,1.6,"20 km E of Point Possession, Alaska",ak
2023-11-01T01:25:01.740Z,40.4405,-124.6893333,24.08,1.74,"37 km WNW of Petrolia, CA",nc
2023-11-01T01:24:39.530Z,37.9686667,-122.0476667,15.45,2.6,"3 km NNE of Pleasant Hill, CA",nc
2023-11-01T01:22:42.340Z,46.9815,-123.0095,-0.19,1.57,"8 km WSW of Tumwater, Washington",uw
2023-11-01T01:11:01.905Z,38.3492,-118.903,9.4,2.2,California-Nevada border region,nn
2023-11-01T01:06:47.080Z,51.7931666666667,179.384666666667,15.34,1.57,"274 km W of Adak, Alaska",av
2023-11-01T00:42:42.403Z,61.5866,-148.3132,31.5,1.6,"24 km SSE of Chickaloon, Alaska",ak
2023-11-01T00:32:51.195Z,64.9999,-147.4241,2.2,1.7,"10 km ENE of Fox, Alaska",ak
2023-11-01T00:02:43.490Z,38.8363342,-122.7853317,1.11,1.7,"6 km WNW of Cobb, CA",nc
2023-11-01T00:01:01.283Z,60.3076,-150.8906,52.6,1.5,"21 km E of Kasilof, Alaska",ak
2023-10-31T23:58:51.140Z,19.2181663513184,-155.481170654297,32.9300003051758,1.84000003,"1 km N of Pāhala, Hawaii",hv
2023-10-31T23:55:43.033Z,31.752,-104.389,6.1316,1.9,western Texas,tx
2023-10-31T23:41:21.872Z,61.5841,-146.336,28.9,1.6,,ak
2023-10-31T23:34:47.858Z,60.9559,-150.6933,49.5,3,"3 km N of Point Possession, Alaska",ak
2023-10-31T23:34:21.820Z,40.8966667,-122.5051667,17.84,1.69,"24 km NNE of French Gulch, CA",nc
2023-10-31T23:33:39.097Z,60.9355,-150.7076,42.9,2.7,"Kenai Peninsula, Alaska",ak
2023-10-31T23:27:50.792Z,63.0923,-150.8462,115.1,1.5,Central Alaska,ak
2023-10-31T23:23:58.250Z,35.034,-117.685,-0.79,1.64,"5 km NW of Boron, CA",ci
2023-10-31T23:12:35.272Z,60.954,-150.6492,44.5,4,,ak
2023-10-31T22:42:24.580Z,32.682,-100.692,6.4805,1.9,"8 km NE of Hermleigh, Texas",tx
2023-10-31T22:40:38.200Z,17.9953333333333,-66.951,15.66,2.12,"3 km WNW of Fuig, Puerto Rico",pr
2023-10-31T22:36:07.595Z,58.9602,-136.4446,0,2.1,"56 km SSW of Covenant Life, Alaska",ak
2023-10-31T22:34:01.283Z,33.7846,135.0538,38.08,4.8,"near the south coast of western Honshu, Japan",us
2023-10-31T22:26:17.820Z,37.5141,74.6427,9.931,4.3,"94 km SE of Murghob, Tajikistan",us
2023-10-31T22:26:08.633Z,34.4921,61.9863,10,4.2,"25 km NW of Herāt, Afghanistan",us
2023-10-31T22:25:57.560Z,18.0151666666667,-66.7543333333333,16.96,2.37,"1 km E of Magas Arriba, Puerto Rico",pr
2023-10-31T22:13:49.116Z,-15.602,-71.7726,10,4.6,southern Peru,us
2023-10-31T22:07:43.850Z,44.2578333333333,-115.167666666667,9.48,2.25,"18 km WNW of Stanley, Idaho",mb
2023-10-31T22:06:35.854Z,62.9113,-151.258,115,1.8,"52 km NNW of Petersville, Alaska",ak
2023-10-31T22:04:43.533Z,-21.3207,171.5358,10,5.1,southeast of the Loyalty Islands,us
2023-10-31T21:56:03.782Z,61.7015,-149.7933,34.9,1.9,"8 km N of Houston, Alaska",ak
2023-10-31T21:42:01.920Z,33.2465,-115.7955,6.26,2.08,"13 km SSW of Bombay Beach, CA",ci
2023-10-31T21:09:29.888Z,45.7248,-112.3201,4.17,2.4,"20 km N of Twin Bridges, Montana",us
2023-10-31T21:08:43.050Z,49.369,-120.5115,-0.37,1.93,"9 km S of Princeton, Canada",uw
2023-10-31T21:03:15.320Z,45.7165,-112.333,9.55,1.8,"19 km N of Twin Bridges, Montana",mb
2023-10-31T20:41:32.070Z,46.934,-120.543333333333,-0.87,1.55,"6 km S of Ellensburg, Washington",uw
2023-10-31T20:29:41.936Z,-24.078,-67.031,217.44,4.4,"74 km WNW of San Antonio de los Cobres, Argentina",us
2023-10-31T20:26:15.230Z,20.0619,147.6886,10,4.9,Mariana Islands region,us
2023-10-31T20:22:48.385Z,38.1796,-117.799,12.4,1.9,Nevada,nn
2023-10-31T19:57:48.393Z,58.1382,-154.0983,80.5,1.9,"66 km NNE of Karluk, Alaska",ak
2023-10-31T19:56:12.032Z,37.4135,74.6922,10.149,4.4,"105 km SE of Murghob, Tajikistan",us
2023-10-31T19:54:26.794Z,37.4506,74.7123,12.37,4.2,"103 km SE of Murghob, Tajikistan",us
2023-10-31T19:50:58.854Z,59.5775,-152.7401,27,1.6,"52 km WNW of Nanwalek, Alaska",ak
2023-10-31T19:37:28.140Z,31.266,-103.538,-0.6811,1.8,"11 km S of Lindsay, Texas",tx
2023-10-31T19:31:53.340Z,35.91466667,-95.15983333,0,1.58,"2 km SW of Hulbert, Oklahoma",ok
2023-10-31T19:29:08.387Z,31.402,-103.517,4.5377,1.5,"3 km SW of Pecos, Texas",tx
2023-10-31T19:27:54.122Z,31.654,-104.375,3.7015,1.6,"57 km S of Whites City, New Mexico",tx
2023-10-31T19:04:18.563Z,38.5909,-119.3492,7.7,2.5,"13 km NE of Walker, California",nn
2023-10-31T19:03:05.551Z,31.617,-103.987,6.7486,1.5,"38 km WSW of Mentone, Texas",tx
2023-10-31T19:01:47.150Z,38.8051682,-122.8071671,1.23,1.52,"5 km NW of The Geysers, CA",nc
2023-10-31T18:42:08.941Z,64.9602,-148.8346,11.2,1.6,"32 km SE of Minto, Alaska",ak
2023-10-31T18:32:18.410Z,38.7955017,-122.7368317,1.02,1.57,"3 km NE of The Geysers, CA",nc
2023-10-31T18:32:05.259Z,34.74916667,-97.55933333,11.1,1.95,"8 km SSE of Erin Springs, Oklahoma",ok
2023-10-31T18:28:02.380Z,31.366,-103.467,4.1778,2.3,"6 km E of Lindsay, Texas",tx
2023-10-31T18:26:56.292Z,31.414,-103.523,3.7921,1.9,"2 km WSW of Pecos, Texas",tx
2023-10-31T18:08:11.580Z,17.925,-66.278,14.21,2.32,"6 km SSE of Salinas, Puerto Rico",pr
2023-10-31T17:53:32.110Z,40.5846667,-124.2493333,25.26,2.06,"2 km NE of Ferndale, CA",nc
2023-10-31T17:53:03.635Z,31.692,-104.152,6.1316,1.6,"52 km W of Mentone, Texas",tx
2023-10-31T17:47:36.400Z,19.1998,-67.5668,55,3.66,"92 km NNW of San Antonio, Puerto Rico",pr
2023-10-31T17:41:34.516Z,-5.808,146.4747,66.946,5.2,"85 km NE of Kainantu, Papua New Guinea",us
2023-10-31T17:40:51.511Z,61.2037,-146.9851,4.7,1.7,"35 km WNW of Valdez, Alaska",ak
2023-10-31T17:37:21.329Z,-0.0939,123.7807,126.426,5,"94 km SW of Modisi, Indonesia",us
2023-10-31T17:28:46.429Z,58.265,-154.2776,12.3,1.6,"78 km N of Karluk, Alaska",ak
2023-10-31T16:34:59.430Z,45.3031666666667,-121.657666666667,5.65,2.48,"7 km NE of Wapanitia, Oregon",uw
2023-10-31T16:30:07.455Z,50.2146,178.98,10,3,"Rat Islands, Aleutian Islands, Alaska",us
2023-10-31T16:03:39.626Z,60.6113,-144.3268,14.3,2,"78 km E of Cordova, Alaska",ak
2023-10-31T16:00:16.750Z,51.9323333333333,178.312,6.7,1.68,"Rat Islands, Aleutian Islands, Alaska",av
2023-10-31T15:53:56.322Z,31.619,-103.985,7.0699,2.2,"37 km WSW of Mentone, Texas",tx
2023-10-31T15:51:36.650Z,31.625,-103.993,9.8849,2.6,"38 km WSW of Mentone, Texas",tx
2023-10-31T15:42:16.380Z,19.4385,-155.576,40,2.27,"28 km NNW of Pāhala, Hawaii",hv
2023-10-31T15:35:50.018Z,4.8022,32.0665,10,4.8,"53 km E of Juba, South Sudan",us
2023-10-31T15:15:11.508Z,60.1485,-150.9334,58.6,1.8,"27 km ESE of Clam Gulch, Alaska",ak
2023-10-31T14:57:52.633Z,62.3314,-168.7543,8.363,2.7,,us
2023-10-31T14:56:20.940Z,19.1663341522217,-155.483993530273,30.5100002288818,1.80999994,"4 km S of Pāhala, Hawaii",hv
2023-10-31T14:48:55.029Z,-48.5256,-10.5337,10,4.6,southern Mid-Atlantic Ridge,us
2023-10-31T14:34:01.602Z,61.3525,-151.8834,104.3,2.1,"49 km WNW of Beluga, Alaska",ak
2023-10-31T14:22:38.244Z,44.2288,-115.0747,6.602,2.6,"10 km W of Stanley, Idaho",us
2023-10-31T14:22:11.400Z,19.438,-155.598833333333,39.69,2.25,"27 km E of Honaunau-Napoopoo, Hawaii",hv
2023-10-31T13:56:47.062Z,63.0935,-150.7834,123.3,1.6,"66 km N of Petersville, Alaska",ak
2023-10-31T12:39:31.520Z,33.997,-117.2541667,12.77,1.64,"6 km S of Loma Linda, CA",ci
2023-10-31T12:33:53.701Z,23.2072,121.6257,42.548,4.3,"85 km S of Hualien City, Taiwan",us
2023-10-31T12:27:52.395Z,60.685,-151.1004,41.7,1.9,"10 km E of Nikiski, Alaska",ak
2023-10-31T12:26:49.914Z,67.2794,-156.6134,0.1,2.7,"43 km NNE of Kobuk, Alaska",ak
2023-10-31T12:20:18.462Z,-27.1784,-63.2874,550.615,4.8,"17 km SSW of El Hoyo, Argentina",us
2023-10-31T12:10:19.862Z,31.673,-104.443,6.0802,2.3,"56 km S of Whites City, New Mexico",tx
2023-10-31T11:41:43.315Z,-34.3765,179.5327,177.716,4.4,south of the Kermadec Islands,us
2023-10-31T11:35:12.180Z,37.4675,-118.7793333,4.39,1.81,"14 km SW of Toms Place, CA",nc
2023-10-31T11:13:42.649Z,40.1695,84.3843,10,4,"210 km SE of Kuqa, China",us
2023-10-31T11:12:57.892Z,32.008,-103.836,6.9028,2.5,New Mexico,tx
2023-10-31T11:09:01.734Z,51.8791,176.8554,98.758,3.4,"Rat Islands, Aleutian Islands, Alaska",us
2023-10-31T10:57:34.730Z,19.1544990539551,-155.374160766602,30.8700008392334,1.80999994,"12 km ESE of Pāhala, Hawaii",hv
2023-10-31T10:16:56.010Z,39.4331667,-123.2886667,3.75,1.96,"6 km ENE of Willits, CA",nc
2023-10-31T10:15:04.298Z,56.4797,-168.2294,10,3.9,"82 km E of Saint George, Alaska",us
2023-10-31T10:04:52.002Z,-23.9895,-66.9852,226.194,4.4,"72 km WNW of San Antonio de los Cobres, Argentina",us
2023-10-31T09:56:20.986Z,60.3914,-151.6089,62,2,"16 km W of Cohoe, Alaska",ak
2023-10-31T09:52:02.332Z,4.5039,-76.3624,136.694,4.3,"14 km W of El Dovio, Colombia",us
2023-10-31T09:19:08.661Z,37.7747,74.9141,10,4.9,"94 km ESE of Murghob, Tajikistan",us
2023-10-31T09:13:41.976Z,32.0542,59.7592,10,5,"103 km SSE of Bīrjand, Iran",us
2023-10-31T09:06:54.506Z,59.5996,-152.3879,67.4,1.9,Southern Alaska,ak
2023-10-31T09:03:14.956Z,31.663,-104.412,6.1316,2.4,"56 km S of Whites City, New Mexico",tx
2023-10-31T08:44:59.420Z,38.6888333,-122.4971667,6.67,1.97,"12 km SE of Middletown, CA",nc
2023-10-31T08:35:02.777Z,61.823,-146.3033,15.9,1.5,"28 km SSE of Mendeltna, Alaska",ak
2023-10-31T08:04:17.634Z,62.0095,-149.3752,29.3,1.5,"30 km SE of Susitna North, Alaska",ak
2023-10-31T08:03:00.071Z,28.911,-98.288,3.3992,2.5,"19 km ESE of Pleasanton, Texas",tx
2023-10-31T08:00:02.710Z,28.921,-98.269,5.0132,2.1,"21 km ESE of Pleasanton, Texas",tx
2023-10-31T07:27:21.735Z,28.963,-98.269,16.7515,1.9,"20 km E of Pleasanton, Texas",tx
2023-10-31T06:58:32.116Z,-5.7062,148.7315,145.744,4.1,"105 km WNW of Kandrian, Papua New Guinea",us
2023-10-31T06:56:12.218Z,61.8897,-149.5349,21.6,1.5,Southern Alaska,ak
2023-10-31T06:28:28.620Z,44.2843333333333,-114.960333333333,3.76,1.58,"7 km NNW of Stanley, Idaho",mb
2023-10-31T06:24:56.620Z,36.2643333,-120.4203333,6.96,2.24,"15 km NNW of Coalinga, CA",nc
2023-10-31T06:13:22.150Z,17.9325,-66.2841666666667,11.92,1.93,,pr
2023-10-31T06:08:17.915Z,-10.1027,108.3206,10,4.4,"south of Java, Indonesia",us
2023-10-31T05:46:45.626Z,-20.0633,-178.4263,580.129,4.5,Fiji region,us
2023-10-31T05:29:51.090Z,37.8283333,-121.8995,6.62,1.72,"1 km NE of Blackhawk, CA",nc
2023-10-31T05:29:49.010Z,63.3942,-151.4754,3.9,1.6,"20 km SE of Denali National Park, Alaska",ak
2023-10-31T05:25:38.722Z,61.4921,-146.5935,31,1.5,"42 km NNW of Valdez, Alaska",ak
2023-10-31T05:07:49.553Z,62.3604,-148.5873,30.9,1.6,"63 km N of Chickaloon, Alaska",ak
2023-10-31T05:06:03.420Z,19.2320003509521,-155.399337768555,30.8700008392334,2.07,"8 km ENE of Pāhala, Hawaii",hv
2023-10-31T04:58:51.618Z,59.5337,-151.7528,52.6,2.8,"8 km NW of Seldovia Village, Alaska",ak
2023-10-31T04:47:16.970Z,39.433,-123.2888333,3.37,1.96,"6 km ENE of Willits, CA",nc
2023-10-31T04:11:22.446Z,67.3285,-156.1972,15.2,2,"55 km NNE of Kobuk, Alaska",ak
2023-10-31T03:51:27.195Z,31.749,-104.173,5.8873,1.8,"51 km SSE of Whites City, New Mexico",tx
2023-10-31T03:43:33.820Z,19.3376666666667,-155.312666666667,3.02,2.09,"14 km SW of Volcano, Hawaii",hv
2023-10-31T03:43:31.030Z,19.3633327484131,-155.325332641602,-0.540000021457672,1.92,"13 km SW of Volcano, Hawaii",hv
2023-10-31T03:38:15.554Z,61.8528,-146.3008,7.5,1.7,"25 km SSE of Mendeltna, Alaska",ak
2023-10-31T03:36:26.781Z,63.1289,-150.8851,121.8,1.7,"62 km SE of Denali National Park, Alaska",ak
2023-10-31T03:34:47.070Z,53.9078333333333,-167.925,5.02,1.9,"Fox Islands, Aleutian Islands, Alaska",av
2023-10-31T03:34:42.700Z,33.9865,-118.2365,14.54,2.04,"1 km WNW of Huntington Park, CA",ci
2023-10-31T03:30:18.830Z,53.8978333333333,-167.935166666667,5.37,1.86,"91 km W of Dutch Harbor, Alaska",av
2023-10-31T03:04:22.340Z,19.2315006256104,-155.397659301758,30.9400005340576,2.05999994,"9 km ENE of Pāhala, Hawaii",hv
2023-10-31T02:38:38.314Z,62.9718,-151.0902,23,1.7,"55 km NNW of Petersville, Alaska",ak
2023-10-31T02:29:26.484Z,-2.9363,141.8687,35,4.9,,us
2023-10-31T02:22:07.550Z,53.8995,-167.927333333333,5.02,1.74,"Fox Islands, Aleutian Islands, Alaska",av
2023-10-31T02:21:00.410Z,38.3473,-118.9015,9.5,2.4,"30 km ENE of Bridgeport, California",nn
2023-10-31T02:18:25.292Z,38.3455,-118.913,10.5,3.2,"29 km ENE of Bridgeport, California",nn
2023-10-31T02:15:10.760Z,53.9061666666667,-167.938333333333,7.01,1.98,"91 km W of Dutch Harbor, Alaska",av
2023-10-31T02:12:26.477Z,13.7027,145.2392,109.519,4.5,,us
2023-10-31T02:01:46.220Z,53.9088333333333,-167.946333333333,6.82,1.93,"92 km W of Dutch Harbor, Alaska",av
2023-10-31T01:30:21.140Z,44.5133333,-110.59,2.27,1.93,"44 km ESE of West Yellowstone, Montana",uu
2023-10-31T01:27:19.847Z,38.3551,-118.9064,10.5,1.6,"30 km ENE of Bridgeport, California",nn
2023-10-31T01:17:47.357Z,64.5896,-152.9437,23.5,1.6,"76 km SSW of Tanana, Alaska",ak
2023-10-31T01:11:07.610Z,11.3233,139.2011,10,5.1,"224 km NW of Fais, Micronesia",us
2023-10-31T00:57:14.291Z,38.3591,-118.9056,6.3,2.1,"30 km SW of Hawthorne, Nevada",nn
2023-10-31T00:52:18.700Z,19.2516670227051,-155.385498046875,32.8499984741211,1.85000002,"11 km ENE of Pāhala, Hawaii",hv
2023-10-31T00:42:05.360Z,18.0336666666667,-66.8795,6.81,2.03,"2 km NNW of Palomas, Puerto Rico",pr
2023-10-31T00:40:31.289Z,37.422,74.5337,15.579,4.3,"96 km SSE of Murghob, Tajikistan",us
2023-10-31T00:40:06.622Z,36.5616,83.6341,10,4.6,"southern Xinjiang, China",us
2023-10-31T00:26:09.020Z,51.6193333333333,-178.543833333333,9.65,1.64,"134 km WSW of Adak, Alaska",av
2023-10-31T00:20:06.570Z,19.3661670684814,-155.288665771484,1.99000000953674,1.71,"10 km SW of Volcano, Hawaii",hv
2023-10-31T00:11:13.161Z,-60.5122,-26.1722,10,5,South Sandwich Islands region,us
2023-10-31T00:10:03.295Z,56.3793,-170.2885,10,3.9,"51 km WSW of Saint George, Alaska",ak
2023-10-31T00:10:02.689Z,56.5185,-170.4176,6.481,4.3,"54 km W of Saint George, Alaska",us
2023-10-31T00:02:57.570Z,19.1924991607666,-155.487335205078,34.0099983215332,1.94000006,"1 km SW of Pāhala, Hawaii",hv
2023-10-30T23:59:49.292Z,64.0402,-148.7988,0,1.9,"15 km E of Ferry, Alaska",ak
2023-10-30T23:41:26.890Z,40.0908333,-123.7546667,24.1,1.55,"7 km ESE of Redway, CA",nc
2023-10-30T23:37:42.414Z,31.376,-103.5,5.6431,2.3,"3 km ENE of Lindsay, Texas",tx
2023-10-30T23:28:23.320Z,19.1906661987305,-155.493499755859,30.5,1.80999994,"2 km SW of Pāhala, Hawaii",hv
2023-10-30T23:27:05.913Z,62.4953,-148.2646,43.3,1.6,"78 km N of Chickaloon, Alaska",ak
2023-10-30T23:19:09.310Z,53.8876666666667,-167.905666666667,0.57,1.98,"Fox Islands, Aleutian Islands, Alaska",av
2023-10-30T23:17:32.230Z,58.1884,-155.2544,1.1,1.8,"83 km NW of Karluk, Alaska",ak
2023-10-30T23:12:00.833Z,57.1678,-155.1976,66.2,2.4,"63 km SW of Karluk, Alaska",ak
2023-10-30T22:55:25.432Z,76.2416,7.567,10,4.5,"297 km SW of Longyearbyen, Svalbard and Jan Mayen",us
2023-10-30T22:49:01.630Z,19.3584995269775,-155.289337158203,2.09999990463257,1.78,"10 km SSW of Volcano, Hawaii",hv
2023-10-30T22:48:42.970Z,19.2103328704834,-155.392333984375,29.5699996948242,2.43,"Island of Hawaii, Hawaii",hv
2023-10-30T22:44:57.484Z,32.757,141.7831,10,5,"297 km SSE of Katsuura, Japan",us
2023-10-30T22:24:09.291Z,36.5901,83.7411,10,4.2,"159 km E of Aqqan, China",us
2023-10-30T22:08:18.868Z,39.4958,-119.4683,6.7,1.6,"15 km NNW of Stagecoach, Nevada",nn
2023-10-30T22:06:46.533Z,-58.3469,-25.5832,55.929,4.3,,us
2023-10-30T22:06:27.605Z,-9.7854,-111.887,10,4.6,central East Pacific Rise,us
2023-10-30T21:55:41.470Z,19.3396663665771,-155.309005737305,1.99000000953674,1.75,"Island of Hawaii, Hawaii",hv
2023-10-30T21:44:47.548Z,-8.5746,113.8812,105.045,4.5,,us
2023-10-30T21:18:34.071Z,-28.8875,-179.5849,386.604,4.5,Kermadec Islands region,us
2023-10-30T21:15:18.750Z,34.6836667,-116.2855,5.3,1.88,"12 km WSW of Ludlow, CA",ci
2023-10-30T21:01:52.491Z,-51.2504,-73.9589,10.468,4.4,"114 km WNW of Puerto Natales, Chile",us
2023-10-30T20:57:27.256Z,60.2322,-152.2004,72.4,1.7,"35 km NW of Ninilchik, Alaska",ak
2023-10-30T20:26:35.900Z,18.8856,-64.6843,11,3.49,"62 km N of Cruz Bay, U.S. Virgin Islands",pr
2023-10-30T20:25:26.910Z,19.3546666666667,-155.079166666667,5.15,2.57,"13 km SSE of Fern Forest, Hawaii",hv
2023-10-30T20:22:40.431Z,63.5775,-148.9073,3.7,1.5,"17 km S of Denali Park, Alaska",ak
2023-10-30T20:09:30.123Z,62.1139,-150.9173,58.8,1.8,"28 km ENE of Skwentna, Alaska",ak
2023-10-30T20:03:39.750Z,17.9675,-66.818,10.22,2.56,,pr
2023-10-30T19:56:07.990Z,19.1774997711182,-155.491165161133,35.439998626709,1.73000002,"3 km SSW of Pāhala, Hawaii",hv
2023-10-30T19:54:06.208Z,31.609,-103.977,7.6098,1.6,"36 km NNW of Toyah, Texas",tx
2023-10-30T19:32:16.120Z,35.9235,-91.343,18.4,2.22,"5 km SSW of Strawberry, Arkansas",nm
2023-10-30T19:03:19.120Z,46.0081666666667,-112.467,-2,1.75,Western Montana,mb
2023-10-30T18:58:45.333Z,31.079,-103.242,4.332,2.1,"24 km SW of Coyanosa, Texas",tx
2023-10-30T18:52:54.894Z,61.5126,-150.3457,31,2.2,"9 km ESE of Susitna, Alaska",ak
2023-10-30T18:47:48.960Z,19.2360000610352,-155.389663696289,33.189998626709,1.76999998,"10 km ENE of Pāhala, Hawaii",hv
2023-10-30T18:47:22.271Z,58.9975,-136.3817,0,2.4,"51 km SSW of Covenant Life, Alaska",ak
2023-10-30T18:41:20.310Z,48.2836666666667,-116.619666666667,-0.71,1.99,"3 km N of Dover, Idaho",uw
2023-10-30T18:34:50.508Z,59.9461,-153.4713,155.992,2.7,"39 km ENE of Pedro Bay, Alaska",us
2023-10-30T18:31:01.174Z,61.9356,-151.0797,63,1.7,"17 km ESE of Skwentna, Alaska",ak
2023-10-30T18:05:24.512Z,62.1479,-148.3051,28.3,2.3,"40 km NNE of Chickaloon, Alaska",ak
2023-10-30T17:50:57.501Z,62.0127,-151.078,66.4,1.6,"16 km E of Skwentna, Alaska",ak
2023-10-30T17:39:00.320Z,36.4321667,-121.0083333,9.47,1.55,"16 km SE of Pinnacles, CA",nc
2023-10-30T17:28:23.600Z,34.6825,-116.2861667,2.93,2.06,"12 km WSW of Ludlow, CA",ci
2023-10-30T17:11:21.586Z,5.119,125.9688,72.508,4.2,"64 km ESE of Sarangani, Philippines",us
2023-10-30T16:54:49.920Z,19.3034992218018,-155.379501342773,4.09999990463257,1.71000004,"15 km NE of Pāhala, Hawaii",hv
2023-10-30T16:53:07.620Z,34.684,-116.286,4.35,2.13,"12 km WSW of Ludlow, CA",ci
2023-10-30T16:52:46.880Z,34.6818333,-116.2848333,3.12,2.46,"12 km WSW of Ludlow, CA",ci
2023-10-30T16:36:34.950Z,17.8753333333333,-66.4801666666667,29.8,3.18,"12 km SW of Santa Isabel, Puerto Rico",pr
2023-10-30T16:28:38.462Z,68.5348,-147.101,0,2,northern Alaska,ak
2023-10-30T15:57:20.229Z,18.2091,-76.6051,10,5.4,"4 km WNW of Hope Bay, Jamaica",us
2023-10-30T15:45:35.660Z,19.1574993133545,-155.418502807617,32.4500007629395,2.17000008,"8 km SE of Pāhala, Hawaii",hv
2023-10-30T15:05:14.388Z,41.9474,-119.6246,1.5,2.3,"44 km ENE of Fort Bidwell, California",nn
2023-10-30T14:44:11.700Z,32.7705,-115.8053333,3.16,1.77,"18 km ENE of Ocotillo, CA",ci
2023-10-30T14:25:41.017Z,63.4616,-149.7167,30.3,2,"39 km W of Cantwell, Alaska",ak
2023-10-30T14:15:40.483Z,48.9441,154.8414,76.765,4.5,"213 km SSW of Severo-Kuril’sk, Russia",us
2023-10-30T14:02:25.804Z,61.5349,-149.9984,32.6,1.6,"2 km WNW of Big Lake, Alaska",ak
2023-10-30T14:00:12.510Z,44.3551666666667,-114.774166666667,6.79,2,"20 km NE of Stanley, Idaho",mb
2023-10-30T13:57:49.391Z,62.5832,-152.4345,0,1.5,"85 km NW of Skwentna, Alaska",ak
2023-10-30T13:44:10.008Z,31.576,-104.176,7.2113,1.9,"46 km NW of Toyah, Texas",tx
2023-10-30T13:43:03.710Z,33.3501667,-116.361,10.62,2.02,"11 km N of Borrego Springs, CA",ci
2023-10-30T13:18:38.140Z,19.364,-155.2925,1.45,2.04,"10 km SW of Volcano, Hawaii",hv
2023-10-30T13:09:22.107Z,38.1462,-117.8758,12.8,2.7,"33 km SE of Mina, Nevada",nn
2023-10-30T13:07:49.249Z,61.4698,-149.8882,32.3,1.8,"6 km SSE of Big Lake, Alaska",ak
2023-10-30T12:45:22.390Z,19.3598333333333,-155.302833333333,1.98,2.39,"11 km SW of Volcano, Hawaii",hv
2023-10-30T12:31:38.000Z,33.4843333,-116.4226667,5.45,3.41,"22 km SSW of La Quinta, CA",ci
2023-10-30T12:31:01.657Z,32.509,-101.208,7.0674,2.1,"24 km NW of Westbrook, Texas",tx
2023-10-30T12:29:58.182Z,40.4476,84.8014,10,4.1,"southern Xinjiang, China",us
2023-10-30T12:21:36.698Z,33.5891,45.9723,10,4.2,"42 km W of Īlām, Iran",us
2023-10-30T12:19:08.867Z,64.0421,-22.1975,10,4.2,"10 km SW of Álftanes, Iceland",us
2023-10-30T12:15:18.944Z,-3.1644,128.3601,30.935,4.4,"61 km NNE of Ambon, Indonesia",us
2023-10-30T12:08:57.200Z,19.421,-155.581666666667,39.34,1.66,"26 km NNW of Pāhala, Hawaii",hv
2023-10-30T11:55:54.477Z,4.8218,125.626,175.217,4.4,"66 km SSE of Sarangani, Philippines",us
2023-10-30T11:54:33.307Z,61.535,-150.2976,29.6,1.5,Southern Alaska,ak
2023-10-30T11:44:01.671Z,6.7196,-72.9917,160.352,4.4,,us
2023-10-30T11:34:02.890Z,19.236,-155.393333333333,32.65,1.74,"9 km ENE of Pāhala, Hawaii",hv
2023-10-30T11:34:02.890Z,19.2333335876465,-155.386672973633,31.6299991607666,1.84000003,"10 km ENE of Pāhala, Hawaii",hv
2023-10-30T11:13:51.357Z,11.2615,124.6246,11.825,4.6,"3 km SSW of Capoocan, Philippines",us
2023-10-30T11:11:39.119Z,31.633,-104.503,8.291,1.9,"61 km S of Whites City, New Mexico",tx
2023-10-30T09:42:25.300Z,44.2225,-115.1015,5.64,1.99,"13 km W of Stanley, Idaho",mb
2023-10-30T09:29:24.740Z,61.775,-150.7443,41,1.8,"28 km NNW of Susitna, Alaska",ak
2023-10-30T09:28:16.040Z,46.9213333333333,-112.526166666667,10.73,2.22,"12 km ESE of Lincoln, Montana",mb
2023-10-30T09:07:06.370Z,53.9018333333333,-167.927333333333,5.14,1.7,"Fox Islands, Aleutian Islands, Alaska",av
2023-10-30T09:06:04.397Z,53.9807,-168.0358,12.994,2.8,"98 km West of Dutch Harbor, Alaska",us
2023-10-30T09:04:08.698Z,57.9141,-155.7678,8,1.9,"87 km WNW of Karluk, Alaska",ak
2023-10-30T08:55:33.590Z,53.8986666666667,-167.9075,2.26,1.57,,av
2023-10-30T08:49:46.927Z,-32.817,-70.2224,118.564,4.4,Chile-Argentina border region,us
2023-10-30T08:39:22.363Z,31.674,-104.431,6.4401,1.8,"55 km S of Whites City, New Mexico",tx
2023-10-30T08:37:27.420Z,44.3528333333333,-115.206833333333,10.39,1.95,"26 km NW of Stanley, Idaho",mb
2023-10-30T08:34:19.560Z,17.9785,-67.0348333333333,15.04,2.25,Puerto Rico region,pr
2023-10-30T08:12:55.475Z,61.689,-150.0815,27.2,1.8,"6 km SSW of Willow, Alaska",ak
2023-10-30T08:09:50.040Z,-58.8242,-25.6033,35,5.1,South Sandwich Islands region,us
2023-10-30T08:00:43.370Z,34.6856667,-116.2863333,2,2.4,"12 km WSW of Ludlow, CA",ci
